7xylanase	k141_1982495	76.543	81	19	0	263	343	245	3	5.99e-32	132
7xylanase	k141_6865374	59.780	363	134	4	25	376	3641	2556	1.13e-134	430
7xylanase	k141_6422758	53.317	407	158	4	1	376	325	1542	6.06e-134	402
7xylanase	k141_6422758	72.368	76	21	0	263	338	1771	1998	6.80e-28	121
7xylanase	k141_7406560	54.039	359	144	3	38	376	99	1172	7.20e-125	370
7xylanase	k141_2912295	69.458	203	60	2	31	232	606	1	5.56e-98	295
7xylanase	k141_9057546	55.515	272	90	2	137	377	2	817	6.91e-91	280
7xylanase	k141_1124945	55.725	262	88	2	143	376	1	786	2.74e-87	275
7xylanase	k141_1124945	73.563	87	23	0	263	349	982	1242	1.19e-33	134
7xylanase	k141_7053183	60.000	220	85	3	21	239	710	57	4.48e-87	271
7xylanase	k141_107880	59.091	220	87	3	21	239	661	8	4.71e-87	268
7xylanase	k141_8364398	58.261	230	90	3	16	240	214	900	3.35e-86	270
7xylanase	k141_3299547	59.009	222	88	3	19	239	863	204	1.62e-85	268
7xylanase	k141_7469186	60.494	243	89	4	4	240	3906	4631	2.48e-85	288
7xylanase	k141_2679568	59.242	211	77	4	3	205	630	1	3.22e-85	263
7xylanase	k141_1421443	58.904	219	87	3	23	239	203	856	1.57e-84	265
7xylanase	k141_6831025	62.626	198	72	2	43	239	200	790	4.61e-84	264
7xylanase	k141_3922551	57.273	220	91	3	21	239	102	755	8.92e-83	259
7xylanase	k141_3866072	61.616	198	74	2	43	239	109	699	1.16e-82	259
7xylanase	k141_405434	54.795	219	96	3	24	240	786	133	2.70e-79	250
7xylanase	k141_3016448	54.545	220	96	3	23	239	49	705	3.95e-79	248
7xylanase	k141_2003823	55.502	209	85	2	40	240	113	739	1.63e-78	249
7xylanase	k141_8341534	57.346	211	83	3	34	238	825	196	1.32e-76	251
7xylanase	k141_8341534	54.271	199	89	2	42	239	1512	919	7.75e-68	228
7xylanase	k141_8702412	56.863	204	80	2	43	238	1069	1680	5.87e-75	248
7xylanase	k141_2737913	50.195	257	106	5	4	238	1946	2716	4.39e-74	256
7xylanase	k141_7392180	70.690	174	44	1	210	376	2	523	4.00e-72	233
7xylanase	k141_5844946	64.968	157	54	1	85	240	566	96	9.50e-72	227
7xylanase	k141_2606760	65.608	189	46	2	126	295	3	569	6.13e-71	225
7xylanase	k141_4576637	56.281	199	84	3	43	239	779	1372	5.91e-70	231
7xylanase	k141_4576637	55.556	198	86	2	42	238	98	688	9.43e-66	221
7xylanase	k141_660243	64.375	160	56	1	81	239	602	123	7.51e-70	223
7xylanase	k141_8378674	61.111	162	61	2	60	220	2	484	1.15e-69	221
7xylanase	k141_8403825	60.736	163	63	1	78	239	3	491	1.03e-67	216
7xylanase	k141_1306347	55.399	213	71	1	188	376	976	338	1.58e-64	213
7xylanase	k141_1306347	73.333	60	16	0	263	322	181	2	4.03e-21	98.6
7xylanase	k141_4193346	55.172	203	72	1	193	376	2	610	1.19e-63	207
7xylanase	k141_4536242	51.777	197	92	3	39	233	627	40	9.24e-62	204
7xylanase	k141_5257166	54.023	174	72	2	37	202	522	1	8.15e-61	199
7xylanase	k141_745163	67.910	134	42	1	100	232	1534	1133	3.73e-56	197
7xylanase	k141_5815735	73.684	114	30	0	262	375	123	464	8.78e-56	186
7xylanase	k141_2310490	50.602	166	80	2	38	202	503	9	3.55e-50	171
7xylanase	k141_8979985	69.298	114	35	0	261	374	7	348	3.71e-49	172
7xylanase	k141_2046787	66.957	115	38	0	260	374	277	621	1.47e-48	168
7xylanase	k141_3001072	54.225	142	63	2	8	148	441	19	1.57e-48	166
7xylanase	k141_8805188	53.107	177	64	1	219	376	681	151	1.69e-48	169
7xylanase	k141_8188824	63.115	122	42	1	120	238	385	20	5.36e-48	164
7xylanase	k141_8147197	68.696	115	36	0	260	374	375	31	1.22e-47	175
7xylanase	k141_5900997	71.053	114	33	0	261	374	158	499	9.04e-47	176
7xylanase	k141_2712271	82.609	92	16	0	260	351	276	1	1.35e-46	160
7xylanase	k141_3901846	59.231	130	51	2	7	136	170	553	2.67e-46	161
7xylanase	k141_8357805	69.159	107	32	1	133	238	438	118	8.84e-46	159
7xylanase	k141_8357796	69.159	107	32	1	133	238	438	118	8.84e-46	159
7xylanase	k141_8455745	65.455	110	37	1	131	239	9	338	2.00e-45	158
7xylanase	k141_2387523	56.693	127	47	2	87	205	5	385	2.59e-45	157
7xylanase	k141_1419532	67.826	115	37	0	260	374	9159	9503	5.25e-45	172
7xylanase	k141_2335788	64.655	116	41	0	259	374	1224	877	3.40e-43	166
7xylanase	k141_6547832	66.667	114	38	0	263	376	166	507	5.09e-43	166
7xylanase	k141_2049582	50.694	144	59	3	108	239	2	433	7.68e-41	147
7xylanase	k141_160373	69.307	101	31	0	263	363	304	2	1.75e-40	149
7xylanase	k141_160373	61.538	78	30	0	299	376	739	506	3.62e-24	105
7xylanase	k141_1788294	74.444	90	23	0	151	240	345	76	5.49e-40	143
7xylanase	k141_7732364	51.449	138	55	3	114	239	12	425	4.23e-39	144
7xylanase	k141_3685661	72.826	92	25	0	261	352	279	4	2.68e-38	146
7xylanase	k141_4560461	71.111	90	26	0	263	352	270	1	1.94e-37	136
7xylanase	k141_4491313	59.804	102	40	1	97	197	3	308	4.24e-37	135
7xylanase	k141_2729540	67.021	94	31	0	283	376	2	283	4.10e-35	131
7xylanase	k141_2723618	51.538	130	53	2	121	240	1	390	5.37e-35	135
7xylanase	k141_5872917	83.099	71	12	0	299	369	2	214	2.85e-34	126
7xylanase	k141_5184006	52.000	125	49	3	122	235	1	375	6.75e-34	130
7xylanase	k141_6521606	60.215	93	36	1	77	168	1	279	1.05e-33	125
7xylanase	k141_4486028	51.938	129	50	3	119	235	1647	1261	1.91e-33	136
7xylanase	k141_1928726	50.427	117	46	3	116	220	354	4	5.56e-32	122
7xylanase	k141_8092341	60.000	85	34	0	64	148	4	258	9.88e-31	118
7xylanase	k141_6801310	50.400	125	52	4	117	233	381	13	1.47e-30	119
7xylanase	k141_6086088	66.667	78	26	0	162	239	1	234	5.65e-29	115
7xylanase	k141_507656	56.627	83	35	1	104	185	2	250	3.67e-28	110
7xylanase	k141_5877241	50.714	140	45	1	225	340	1	420	6.09e-28	112
7xylanase	k141_2316220	78.125	64	14	0	311	374	404	213	4.14e-27	109
7xylanase	k141_2723622	56.250	96	32	2	121	206	1	288	2.29e-26	107
7xylanase	k141_1940452	51.648	91	43	1	37	127	72	341	3.62e-25	103
7xylanase	k141_4952704	54.118	85	39	0	43	127	599	853	8.62e-25	107
7xylanase	k141_447377	55.696	79	32	1	114	189	10	246	3.35e-24	100
7xylanase	k141_8453574	62.500	72	26	1	140	210	220	5	1.32e-23	98.6
7xylanase	k141_7817988	69.355	62	19	0	313	374	518	333	3.60e-23	100
7xylanase	k141_7540151	65.000	40	13	1	121	159	325	206	5.21e-23	59.7
7xylanase	k141_1778109	61.765	68	26	0	166	233	206	3	1.47e-22	95.5
7xylanase	k141_9130886	61.429	70	26	1	142	210	214	5	1.29e-21	93.2
7xylanase	k141_8326139	60.000	75	24	1	172	240	3	227	7.38e-21	92.4
7xylanase	k141_6895407	51.818	110	35	1	215	306	330	1	2.12e-20	90.9
7xylanase	k141_4500609	54.321	81	36	1	153	233	333	94	3.55e-20	90.5
7xylanase	k141_8340891	62.500	64	24	0	173	236	377	186	3.58e-20	90.9
7xylanase	k141_5185103	54.839	62	28	0	83	144	131	316	6.49e-19	80.1
7xylanase	k141_5185103	60.000	30	11	1	52	81	42	128	6.49e-19	38.1
7xylanase	k141_1148643	51.724	87	40	2	153	238	543	286	2.46e-18	87.8
7xylanase	k141_9444577	52.439	82	30	2	163	235	1	246	1.24e-16	83.2
7xylanase	k141_8977195	69.811	53	16	0	187	239	389	231	1.61e-16	80.9
7xylanase	k141_2604492	61.905	63	23	1	172	233	12	200	2.15e-16	79.7
7xylanase	k141_659249	52.000	75	27	2	170	235	4	228	2.53e-15	79.0
7xylanase	k141_3719119	53.333	75	26	2	170	235	426	202	3.11e-15	77.8
7xylanase	k141_166327	57.143	70	29	1	172	240	1004	795	1.10e-14	80.5
7xylanase	k141_3998789	60.294	68	26	1	172	238	25	228	2.94e-14	80.1
7xylanase	k141_1961385	69.767	43	13	0	334	376	907	779	2.90e-11	69.7
7xylanase	k141_3344239	63.043	46	17	0	191	236	4	141	6.06e-10	62.0
7xylanase	k141_3889437	55.102	49	22	0	329	377	2	148	8.49e-10	62.0
7xylanase	k141_733430	57.447	47	19	1	194	239	10	150	1.63e-08	57.8
7xylanase	k141_1057395	57.447	47	19	1	194	239	24	164	3.39e-08	57.8
7xylanase	k141_3625597	57.447	47	19	1	194	239	23	163	1.13e-07	58.5
7xylanase	k141_9312079	55.319	47	20	1	194	239	49	189	6.63e-07	54.7
7xylanase	k141_4892532	52.830	53	24	1	188	239	5	163	1.42e-06	56.6
7xylanase	k141_7411831	54.762	42	19	0	182	223	6	131	3.31e-06	52.8
7xylanase	k141_2004010	54.545	44	19	1	196	238	425	294	7.04e-06	51.2
8xylanase	k141_660243	52.027	148	61	3	73	212	599	162	1.40e-35	134
8xylanase	k141_5844946	53.030	132	60	2	81	212	527	138	2.21e-34	130
8xylanase	k141_8188824	54.054	111	49	2	103	212	385	56	6.19e-28	111
8xylanase	k141_745163	51.587	126	59	2	87	212	1522	1151	1.14e-26	116
8xylanase	k141_4491313	55.435	92	39	2	81	172	6	275	1.82e-25	103
8xylanase	k141_2606760	55.769	104	44	2	109	212	3	308	1.34e-24	104
8xylanase	k141_507656	55.294	85	36	2	87	171	2	250	2.02e-23	97.8
8xylanase	k141_8455745	53.000	100	45	2	113	212	6	299	3.94e-23	99.4
8xylanase	k141_8357805	54.639	97	42	2	116	212	438	154	5.21e-23	99.0
8xylanase	k141_8357796	54.639	97	42	2	116	212	438	154	5.21e-23	99.0
8xylanase	k141_6521606	51.064	94	37	2	68	153	1	279	1.27e-22	96.3
8xylanase	k141_447377	53.247	77	34	2	97	172	10	237	5.48e-18	83.6
8xylanase	k141_9057546	52.688	93	42	2	120	212	2	274	8.50e-16	82.4
8xylanase	k141_8453574	57.333	75	30	2	123	197	220	2	1.44e-13	70.9
8xylanase	k141_9130886	58.904	73	28	2	125	197	214	2	4.05e-13	69.7
8xylanase	k141_1788294	51.316	76	36	1	137	212	342	118	7.33e-11	64.7
8xylanase	k141_7540151	60.976	41	15	1	104	144	325	206	1.26e-10	59.3
9xylanase	k141_5792246	55.072	138	55	2	79	209	414	1	7.68e-47	160
9xylanase	k141_5245547	50.340	147	69	1	62	204	1	441	2.83e-46	159
10xylanase	k141_2629819	52.239	67	25	3	590	649	101	301	1.13e-08	59.3
11xylanase	k141_363992	50.920	163	74	2	422	582	5	481	3.11e-45	164
11xylanase	k141_2725076	50.617	162	73	1	413	567	493	8	6.29e-43	158
11xylanase	k141_1687580	51.316	152	67	1	432	576	4	459	3.83e-41	152
11xylanase	k141_8675782	52.027	148	65	2	419	564	11	442	1.62e-39	148
11xylanase	k141_9388058	52.055	146	55	2	463	594	493	59	4.32e-39	147
11xylanase	k141_381421	51.799	139	59	4	463	594	433	20	8.26e-39	147
11xylanase	k141_5792246	55.072	138	55	3	428	558	414	1	2.41e-38	144
11xylanase	k141_2722401	52.174	138	63	2	463	598	52	462	4.13e-38	145
11xylanase	k141_2910310	58.036	112	45	1	470	579	2	337	3.16e-36	137
11xylanase	k141_9020043	50.714	140	61	1	443	574	2	421	4.96e-35	135
11xylanase	k141_395145	52.381	21	10	0	429	449	1	63	5.65e-35	33.1
11xylanase	k141_9304123	52.459	122	56	1	463	582	52	417	7.96e-35	134
11xylanase	k141_67312	54.701	117	46	1	463	572	45	395	1.76e-34	133
11xylanase	k141_9051314	52.101	119	55	1	463	579	30	386	2.24e-33	130
11xylanase	k141_1084754	57.273	110	45	1	463	570	70	399	3.47e-33	129
